Canada
73.83888211
58.40173918
60.05071413
56.45295061
57.59028708
55.0972716
56.56375129
55.26021379
54.96691785
59.62380559
58.32026809
64.36216443
65.83625454
58.15756099
62.88663044
58.57340963
58.71847311
56.72304435
56.53607364
56.95836955
54.61156481
59.68233935
57.59664887
61.26836673
64.30149618
59.1325041
64.05914985
58.39908758
59.1229378
55.08595817
58.82638242
57.34679431
54.22817972
58.70202049
59.71923731
64.04639478
65.16553455
56.41190812
62.93762602
58.18475448
58.69985958
56.41190812
56.6394392
56.75320474
55.38801824
60.95620949
59.98604223
67.16275185
68.22339742
60.55292229
62.334351
59.27555337
56.82100132
55.56867885
56.11030832
54.20677816
54.92999439
60.13026345
57.93869913
63.23915399
70.10040053
60.95754424
64.66989125
59.45027553
59.33552462
55.17968085
56.16281703
55.73792852
53.80266993
58.43922697
57.77553252
61.94378179
61.76934243
56.44868681
62.4724181
57.67062618
58.76361718
54.58814595
55.3925382
55.98201649
55.03025467
60.33862949
58.71756419
63.0004924
66.67269705
61.46427266
64.84533974
58.96191815
58.63354113
55.24335246
56.90956178
55.20078506
55.23119034
58.26867777
58.77644594
64.97608245
64.09277339
60.11348111
64.91991276
62.18584119
59.58110414
54.87392922
56.25750779
55.77024751
55.31908059
60.55261692
59.86383542
64.07472672
66.16333959
57.18891447
62.86558033
58.3724205
59.13664425
55.22929017
55.70209785
55.94890941
54.56914359
61.16466212
60.21607311
62.39277264
62.6851039
55.60082846
61.61466958
58.6533307
58.31220328
54.36277119
57.50349604
56.20368295
56.05370451
61.57349903
58.80036838
64.62894203
67.41832572
58.83924112
63.97329616
59.2644096
58.83924112
55.26025436
56.19213049
55.72910454
54.66327122
59.06638592
58.27720333
61.61739682
64.52110608
58.12891327
61.83056616
58.7857046
58.71368801
54.49927698
56.12685199
56.86718256
55.06676774
59.88035682
58.70792668
67.21452666
73.0611225
59.17688687
62.31516308
59.60444494
58.80633655
54.73313336
57.33838718
55.84763472
55.25760459
59.52178371
59.53603565
65.11424323
67.17754826
58.0290306
63.57401432
60.32603658
60.15108035
56.24560581
56.51368391
57.42514942
57.83149937
61.43503332
62.01916138
69.63257922
75.47284384
62.89123564
66.54640009
61.82129478
61.13227528
55.48007462
57.27824747
56.92533505
56.54441369
62.40948216
59.97830765
63.86874705
65.68633888
61.67631238
66.32882932
61.67631238
60.94520257
56.50315664
57.74659718
58.81279897
57.55551166
63.56778206
61.88955274
67.63873439
74.5788042
63.71008249
67.5984142
61.99987325
61.74539412
57.69014599
59.14313975
59.34836486
59.06925871
62.82077368
63.97003429
69.86957206
77.99253875
65.12598218
68.40130188
63.80128533
62.28233558
58.80466911
59.76244381
59.52232565
59.39552167
64.42990929
63.77700372
67.44352718
70.15993892
61.70276877
66.68930777
63.04580994
63.26122842
58.3837284
60.07250295
59.42624749
58.60978484
64.72660602
64.25853622
68.33819
71.10764323
62.83288788
68.11873319
75.54627988
71.28129469
59.98079415
61.37000586
62.04619413
62.13828203
67.30572861
70.08415203
76.45663452
